song1;song2;similarity
Taberna Transmontana;Sapo Estudante;0.7220
Noite Puxa Noite;Sapo Estudante;0.7180
Serenata Menina;Digressão;0.7172
Lágrima;Lua Feiticeira;0.7160
Taberna Transmontana;Azevinho;0.7139
Secreto Desejo;O Meu Curso;0.7135
Lua Feiticeira;Hino da RaussTuna;0.7125
Carpe Diem;O Meu Curso;0.7121
Lágrima;Tempo;0.7120
Noite Puxa Noite;Serenata Menina;0.7118
Lua Feiticeira;Azevinho;0.7108
Carpe Diem;Secreto Desejo;0.7102
Vida De Caloiro;Serenata Menina;0.7095
Para Ti;Serenata Menina;0.7092
Carpe Diem;Lua Feiticeira;0.7087
Lágrima;Rauss, Quero Voltar;0.7074
Secreto Desejo;Promessa de Estudante;0.7059
Tempo;Secreto Desejo;0.7054
Lua Feiticeira;Lado a Lado;0.7047
Carta Sem Endereço;O Meu Curso;0.7043
Tempo;Lado a Lado;0.7033
Carpe Diem;Sapo Estudante;0.7032
O Meu Curso;Serenata Menina;0.7032
A Tuna!;Secreto Desejo;0.7015
A Tuna!;Serenata Menina;0.7005
Carta Sem Endereço;Sapo Estudante;0.7002
Rauss, Quero Voltar;Lado a Lado;0.6999
Embuste Das Cidras;Taberna Transmontana;0.6985
Rauss, Quero Voltar;Vamos Ao Festival;0.6982
Taberna Transmontana;Lágrima;0.6978
Digressão;Lado a Lado;0.6970
Carta Sem Endereço;Secreto Desejo;0.6965
Carpe Diem;Azevinho;0.6957
Lágrima;Noite Puxa Noite;0.6940
Sapo Estudante;O Meu Curso;0.6937
A Aventura Começou;Rauss, Quero Voltar;0.6936
Taberna Transmontana;Rauss, Quero Voltar;0.6933
O Meu Curso;Rauss, Quero Voltar;0.6926
Vida De Caloiro;Promessa de Estudante;0.6922
Carpe Diem;Promessa de Estudante;0.6921
Hino Do Lagoa Azul;Promessa de Estudante;0.6885
A Aventura Começou;Promessa de Estudante;0.6883
Febres Altas;Promessa de Estudante;0.6883
Tempo;Promessa de Estudante;0.6882
Carpe Diem;Fim De Semana;0.6850
Taberna Transmontana;Secreto Desejo;0.6850
Lua Feiticeira;Para Ti;0.6843
Azevinho;Promessa de Estudante;0.6838
Carta Sem Endereço;Serenata Menina;0.6831
Secreto Desejo;Lado a Lado;0.6830
Carta Sem Endereço;Para Ti;0.6830
Hino Do Lagoa Azul;Serenata Menina;0.6818
Azevinho;Serenata Menina;0.6806
Sapo Estudante;Serenata Menina;0.6805
Lágrima;Hino da RaussTuna;0.6802
Carpe Diem;Digressão;0.6802
Tempo;Lua Feiticeira;0.6800
Carta Sem Endereço;Rauss, Quero Voltar;0.6785
Taberna Transmontana;Lado a Lado;0.6782
Noite Puxa Noite;Coração de Estudante;0.6780
Febres Altas;Serenata Menina;0.6779
Carpe Diem;Carta Sem Endereço;0.6756
Vida De Caloiro;Rauss, Quero Voltar;0.6744
Taberna Transmontana;Febres Altas;0.6743
A Aventura Começou;O Meu Curso;0.6730
Tempo;Coração de Estudante;0.6727
Secreto Desejo;Rauss, Quero Voltar;0.6719
Taberna Transmontana;Tempo;0.6717
Azevinho;Coração de Estudante;0.6713
A Aventura Começou;Serenata Menina;0.6712
Sapo Estudante;Azevinho;0.6708
Lágrima;Febres Altas;0.6699
Lua Feiticeira;Fraldiqueiros de Mindelo;0.6698
Noite Puxa Noite;O Meu Curso;0.6696
Para Ti;Lado a Lado;0.6689
Vida De Caloiro;Fim De Semana;0.6687
Promessa de Estudante;Lado a Lado;0.6686
Taberna Transmontana;Fim De Semana;0.6671
A Aventura Começou;Noite Puxa Noite;0.6668
Carpe Diem;Noite Puxa Noite;0.6660
Secreto Desejo;Para Ti;0.6657
Lágrima;Sapo Estudante;0.6650
Febres Altas;Azevinho;0.6633
Vida De Caloiro;O Meu Curso;0.6624
A Tuna!;Tempo;0.6623
Coração de Estudante;Lado a Lado;0.6622
Lágrima;Coração de Estudante;0.6612
Carpe Diem;Para Ti;0.6599
Azevinho;Lado a Lado;0.6587
O Meu Curso;Coração de Estudante;0.6582
Hino Do Lagoa Azul;Hino da RaussTuna;0.6582
Febres Altas;Fraldiqueiros de Mindelo;0.6572
Taberna Transmontana;O Meu Curso;0.6571
Promessa de Estudante;Digressão;0.6570
Fim De Semana;Digressão;0.6553
Azevinho;Hino da RaussTuna;0.6552
A Tuna!;Hino da RaussTuna;0.6551
Noite Puxa Noite;Azevinho;0.6534
Embuste Das Cidras;Sapo Estudante;0.6533
Taberna Transmontana;Hino da RaussTuna;0.6523
Lua Feiticeira;Hino Do Lagoa Azul;0.6522
Fim De Semana;Serenata Menina;0.6519
Taberna Transmontana;Digressão;0.6505
Lágrima;Lado a Lado;0.6495
Secreto Desejo;Sapo Estudante;0.6478
Taberna Transmontana;Lua Feiticeira;0.6473
Promessa de Estudante;Hino da RaussTuna;0.6471
A Aventura Começou;Sapo Estudante;0.6467
Embuste Das Cidras;Noite Puxa Noite;0.6465
Secreto Desejo;Azevinho;0.6461
Taberna Transmontana;Carpe Diem;0.6448
Promessa de Estudante;Coração de Estudante;0.6446
Carta Sem Endereço;Tempo;0.6446
Hino Do Lagoa Azul;Lado a Lado;0.6440
Fim De Semana;O Meu Curso;0.6429
Vida De Caloiro;Tempo;0.6428
Sapo Estudante;Hino Do Lagoa Azul;0.6425
Fim De Semana;Hino Do Lagoa Azul;0.6424
Tempo;Digressão;0.6422
Fim De Semana;Carta Sem Endereço;0.6421
Lágrima;Hino Do Lagoa Azul;0.6421
Tempo;Para Ti;0.6420
Promessa de Estudante;Vamos Ao Festival;0.6414
Hino da RaussTuna;Para Ti;0.6400
O Meu Curso;Para Ti;0.6397
Rauss, Quero Voltar;Hino Do Lagoa Azul;0.6395
Taberna Transmontana;Vida De Caloiro;0.6377
Vida De Caloiro;Carpe Diem;0.6376
Lágrima;Vida De Caloiro;0.6376
Carta Sem Endereço;Noite Puxa Noite;0.6366
Sapo Estudante;Rauss, Quero Voltar;0.6361
Vida De Caloiro;Sempre Bragança;0.6360
Sapo Estudante;Coração de Estudante;0.6357
Tempo;A Aventura Começou;0.6354
A Tuna!;Lágrima;0.6351
Fim De Semana;Tempo;0.6346
Lágrima;Fim De Semana;0.6341
Taberna Transmontana;Zé Fadista;0.6334
Secreto Desejo;Hino da RaussTuna;0.6332
Febres Altas;Sapo Estudante;0.6327
Carta Sem Endereço;A Aventura Começou;0.6317
Embuste Das Cidras;Carta Sem Endereço;0.6310
Fraldiqueiros de Mindelo;Promessa de Estudante;0.6309
Noite Puxa Noite;Hino Do Lagoa Azul;0.6297
Fim De Semana;Hino da RaussTuna;0.6296
Tempo;Sapo Estudante;0.6289
Fraldiqueiros de Mindelo;Coração de Estudante;0.6284
Tempo;O Meu Curso;0.6276
Vida De Caloiro;Coração de Estudante;0.6275
Carpe Diem;Fraldiqueiros de Mindelo;0.6269
Noite Puxa Noite;Fraldiqueiros de Mindelo;0.6268
Noite Puxa Noite;Secreto Desejo;0.6265
Carpe Diem;Hino Do Lagoa Azul;0.6262
Taberna Transmontana;Carta Sem Endereço;0.6261
A Tuna!;Carpe Diem;0.6261
Lua Feiticeira;Sapo Estudante;0.6260
Fim De Semana;Noite Puxa Noite;0.6255
Noite Puxa Noite;Rauss, Quero Voltar;0.6252
Tempo;Noite Puxa Noite;0.6251
A Tuna!;O Meu Curso;0.6250
Hino Do Lagoa Azul;Digressão;0.6239
Fraldiqueiros de Mindelo;Azevinho;0.6234
Noite Puxa Noite;Hino da RaussTuna;0.6222
Febres Altas;Zé Fadista;0.6221
Febres Altas;Hino Do Lagoa Azul;0.6218
A Aventura Começou;Hino da RaussTuna;0.6217
O Meu Curso;Lado a Lado;0.6209
Fraldiqueiros de Mindelo;Serenata Menina;0.6198
Rauss, Quero Voltar;Coração de Estudante;0.6197
Lágrima;Fraldiqueiros de Mindelo;0.6194
Promessa de Estudante;Para Ti;0.6188
Lua Feiticeira;Noite Puxa Noite;0.6187
Tempo;Hino Do Lagoa Azul;0.6187
Febres Altas;Coração de Estudante;0.6172
Febres Altas;Tempo;0.6170
Fim De Semana;Vamos Ao Festival;0.6161
Vida De Caloiro;Digressão;0.6153
Fim De Semana;Lado a Lado;0.6151
A Tuna!;Lado a Lado;0.6124
Hino Do Caloiro;Sempre Bragança;0.6123
Noite Puxa Noite;Lado a Lado;0.6120
A Aventura Começou;Digressão;0.6107
Embuste Das Cidras;Rauss, Quero Voltar;0.6105
Vida De Caloiro;Noite Puxa Noite;0.6098
Lágrima;Digressão;0.6097
Lua Feiticeira;Zé Fadista;0.6096
Vida De Caloiro;Secreto Desejo;0.6096
Vida De Caloiro;Hino Do Lagoa Azul;0.6094
Carta Sem Endereço;Coração de Estudante;0.6087
Tempo;Azevinho;0.6068
Carpe Diem;Vamos Ao Festival;0.6056
Coração de Estudante;Para Ti;0.6049
Embuste Das Cidras;Azevinho;0.6048
Taberna Transmontana;Para Ti;0.6048
O Meu Curso;Azevinho;0.6048
Sapo Estudante;Lado a Lado;0.6038
O Meu Curso;Hino da RaussTuna;0.6037
Para Ti;Digressão;0.6031
Carta Sem Endereço;Lua Feiticeira;0.6021
Febres Altas;Carpe Diem;0.5993
Vida De Caloiro;A Aventura Começou;0.5991
Sapo Estudante;Digressão;0.5984
Febres Altas;Para Ti;0.5982
Fraldiqueiros de Mindelo;Hino da RaussTuna;0.5982
O Meu Curso;Fraldiqueiros de Mindelo;0.5979
Lua Feiticeira;Digressão;0.5976
Fim De Semana;A Aventura Começou;0.5973
Lua Feiticeira;O Meu Curso;0.5973
Sapo Estudante;Fraldiqueiros de Mindelo;0.5972
Vamos Ao Festival;Serenata Menina;0.5971
Febres Altas;Hino da RaussTuna;0.5969
Embuste Das Cidras;Serenata Menina;0.5966
Hino Do Caloiro;Vida De Caloiro;0.5965
Secreto Desejo;Hino Do Lagoa Azul;0.5965
Vida De Caloiro;Sapo Estudante;0.5963
Vida De Caloiro;Para Ti;0.5962
Embuste Das Cidras;Fim De Semana;0.5960
Taberna Transmontana;A Aventura Começou;0.5959
Rauss, Quero Voltar;Azevinho;0.5958
Lua Feiticeira;Rauss, Quero Voltar;0.5956
Secreto Desejo;Fraldiqueiros de Mindelo;0.5953
Rauss, Quero Voltar;Para Ti;0.5951
Febres Altas;Lado a Lado;0.5946
Lua Feiticeira;Promessa de Estudante;0.5943
Sapo Estudante;Para Ti;0.5940
A Tuna!;Azevinho;0.5937
A Tuna!;Febres Altas;0.5928
Carta Sem Endereço;Hino Do Lagoa Azul;0.5927
Febres Altas;O Meu Curso;0.5927
A Tuna!;Zé Fadista;0.5924
Zé Fadista;Azevinho;0.5920
Carta Sem Endereço;Azevinho;0.5917
Embuste Das Cidras;Lágrima;0.5917
Lágrima;A Aventura Começou;0.5910
Embuste Das Cidras;O Meu Curso;0.5909
Embuste Das Cidras;Hino Do Lagoa Azul;0.5904
Hino Do Caloiro;Fraldiqueiros de Mindelo;0.5904
Vida De Caloiro;Azevinho;0.5899
Carpe Diem;A Aventura Começou;0.5893
Taberna Transmontana;Coração de Estudante;0.5893
Embuste Das Cidras;Carpe Diem;0.5889
Carta Sem Endereço;Lado a Lado;0.5888
Sempre Bragança;Secreto Desejo;0.5877
O Meu Curso;Hino Do Lagoa Azul;0.5870
Vamos Ao Festival;Digressão;0.5862
Vida De Caloiro;Fraldiqueiros de Mindelo;0.5851
Embuste Das Cidras;Tempo;0.5844
Zé Fadista;Serenata Menina;0.5836
Febres Altas;Secreto Desejo;0.5832
Lágrima;Azevinho;0.5815
Azevinho;Digressão;0.5808
Fim De Semana;Sapo Estudante;0.5808
A Aventura Começou;Vamos Ao Festival;0.5806
Fim De Semana;Azevinho;0.5806
Embuste Das Cidras;Febres Altas;0.5797
Sempre Bragança;O Meu Curso;0.5796
O Meu Curso;Vamos Ao Festival;0.5791
Vida De Caloiro;Lado a Lado;0.5784
Embuste Das Cidras;Digressão;0.5779
A Aventura Começou;Secreto Desejo;0.5772
Taberna Transmontana;Fraldiqueiros de Mindelo;0.5737
Sapo Estudante;Hino da RaussTuna;0.5720
Carta Sem Endereço;Hino da RaussTuna;0.5719
Vamos Ao Festival;Lado a Lado;0.5702
Vida De Caloiro;Carta Sem Endereço;0.5697
A Aventura Começou;Para Ti;0.5696
Carta Sem Endereço;Fraldiqueiros de Mindelo;0.5696
Embuste Das Cidras;Hino da RaussTuna;0.5694
Noite Puxa Noite;Digressão;0.5689
Sempre Bragança;Coração de Estudante;0.5687
Vida De Caloiro;Lua Feiticeira;0.5685
Sempre Bragança;A Aventura Começou;0.5685
Sapo Estudante;Vamos Ao Festival;0.5667
Embuste Das Cidras;Fraldiqueiros de Mindelo;0.5658
Hino Do Lagoa Azul;Coração de Estudante;0.5658
A Aventura Começou;Lua Feiticeira;0.5644
Fraldiqueiros de Mindelo;Lado a Lado;0.5634
Noite Puxa Noite;Vamos Ao Festival;0.5627
Tempo;Zé Fadista;0.5625
Taberna Transmontana;Vamos Ao Festival;0.5623
Zé Fadista;Coração de Estudante;0.5615
A Tuna!;Carta Sem Endereço;0.5604
Vamos Ao Festival;Hino da RaussTuna;0.5604
A Tuna!;Noite Puxa Noite;0.5600
Sempre Bragança;Lua Feiticeira;0.5591
Embuste Das Cidras;Lado a Lado;0.5586
Zé Fadista;Promessa de Estudante;0.5575
Febres Altas;Carta Sem Endereço;0.5569
Sempre Bragança;Serenata Menina;0.5561
A Tuna!;Promessa de Estudante;0.5561
Fraldiqueiros de Mindelo;Digressão;0.5555
Azevinho;Para Ti;0.5554
A Tuna!;Sapo Estudante;0.5552
Noite Puxa Noite;Zé Fadista;0.5537
Lágrima;Sempre Bragança;0.5531
Sempre Bragança;Rauss, Quero Voltar;0.5523
A Aventura Começou;Azevinho;0.5516
Carta Sem Endereço;Vamos Ao Festival;0.5514
Hino Do Lagoa Azul;Para Ti;0.5512
Noite Puxa Noite;Para Ti;0.5509
A Aventura Começou;Coração de Estudante;0.5501
Hino Do Lagoa Azul;Vamos Ao Festival;0.5499
Fim De Semana;Secreto Desejo;0.5496
A Tuna!;Rauss, Quero Voltar;0.5493
Secreto Desejo;Zé Fadista;0.5493
A Aventura Começou;Fraldiqueiros de Mindelo;0.5490
Taberna Transmontana;A Tuna!;0.5487
Rauss, Quero Voltar;Fraldiqueiros de Mindelo;0.5487
Febres Altas;Vida De Caloiro;0.5473
Sempre Bragança;Azevinho;0.5471
Fim De Semana;Para Ti;0.5463
Fraldiqueiros de Mindelo;Hino Do Lagoa Azul;0.5461
O Meu Curso;Digressão;0.5457
Carta Sem Endereço;Digressão;0.5456
Hino Do Caloiro;Sapo Estudante;0.5451
Febres Altas;A Aventura Começou;0.5438
Fraldiqueiros de Mindelo;Para Ti;0.5436
Hino Do Caloiro;Promessa de Estudante;0.5425
Sempre Bragança;Hino da RaussTuna;0.5425
Fraldiqueiros de Mindelo;Vamos Ao Festival;0.5421
A Aventura Começou;Lado a Lado;0.5420
Sapo Estudante;Zé Fadista;0.5413
Febres Altas;Rauss, Quero Voltar;0.5410
Hino Do Caloiro;O Meu Curso;0.5405
A Tuna!;Fraldiqueiros de Mindelo;0.5401
O Meu Curso;Zé Fadista;0.5391
Coração de Estudante;Digressão;0.5378
Zé Fadista;Para Ti;0.5353
Zé Fadista;Hino Do Lagoa Azul;0.5352
A Tuna!;Vida De Caloiro;0.5336
Embuste Das Cidras;Secreto Desejo;0.5331
Embuste Das Cidras;A Aventura Começou;0.5327
Embuste Das Cidras;Vamos Ao Festival;0.5326
Sempre Bragança;Carta Sem Endereço;0.5320
Secreto Desejo;Vamos Ao Festival;0.5320
Hino Do Caloiro;Hino da RaussTuna;0.5320
Lágrima;Zé Fadista;0.5302
A Tuna!;A Aventura Começou;0.5299
Secreto Desejo;Digressão;0.5298
Azevinho;Vamos Ao Festival;0.5292
A Aventura Começou;Hino Do Lagoa Azul;0.5271
Sempre Bragança;Lado a Lado;0.5267
Zé Fadista;Hino da RaussTuna;0.5267
Hino Do Caloiro;Coração de Estudante;0.5267
Hino Do Caloiro;Serenata Menina;0.5242
Vida De Caloiro;Vamos Ao Festival;0.5240
Embuste Das Cidras;Coração de Estudante;0.5240
Sempre Bragança;Carpe Diem;0.5236
Hino Do Caloiro;Azevinho;0.5232
Sempre Bragança;Tempo;0.5221
Sempre Bragança;Promessa de Estudante;0.5209
Embuste Das Cidras;Lua Feiticeira;0.5195
A Tuna!;Sempre Bragança;0.5193
Hino Do Caloiro;Lua Feiticeira;0.5186
Tempo;Vamos Ao Festival;0.5172
Lágrima;Vamos Ao Festival;0.5167
Tempo;Fraldiqueiros de Mindelo;0.5147
Zé Fadista;Fraldiqueiros de Mindelo;0.5147
Hino Do Caloiro;Carpe Diem;0.5130
Hino Do Caloiro;Carta Sem Endereço;0.5129
Febres Altas;Fim De Semana;0.5122
Embuste Das Cidras;Vida De Caloiro;0.5121
Febres Altas;Digressão;0.5118
Vamos Ao Festival;Coração de Estudante;0.5090
Fim De Semana;Fraldiqueiros de Mindelo;0.5060
Embuste Das Cidras;Zé Fadista;0.5055
Hino Do Caloiro;Rauss, Quero Voltar;0.5055
Lua Feiticeira;Vamos Ao Festival;0.5050
Sempre Bragança;Hino Do Lagoa Azul;0.5019
Embuste Das Cidras;Para Ti;0.5017
Zé Fadista;Lado a Lado;0.5003
Fim De Semana;Coração de Estudante;0.4994
A Tuna!;Hino Do Lagoa Azul;0.4953
A Aventura Começou;Zé Fadista;0.4911
Taberna Transmontana;Sempre Bragança;0.4895
Sempre Bragança;Para Ti;0.4887
Carpe Diem;Zé Fadista;0.4886
Sempre Bragança;Sapo Estudante;0.4871
Vamos Ao Festival;Para Ti;0.4856
Hino Do Caloiro;Secreto Desejo;0.4837
A Tuna!;Digressão;0.4829
Carta Sem Endereço;Zé Fadista;0.4825
Vida De Caloiro;Zé Fadista;0.4823
A Tuna!;Vamos Ao Festival;0.4791
Zé Fadista;Rauss, Quero Voltar;0.4781
Hino Do Caloiro;Tempo;0.4737
Hino Do Caloiro;Noite Puxa Noite;0.4719
A Tuna!;Hino Do Caloiro;0.4702
Fim De Semana;Lua Feiticeira;0.4669
Hino Do Caloiro;Vamos Ao Festival;0.4663
Hino Do Caloiro;Febres Altas;0.4660
Lágrima;Hino Do Caloiro;0.4659
Sempre Bragança;Digressão;0.4656
Sempre Bragança;Fraldiqueiros de Mindelo;0.4591
Hino Do Caloiro;Digressão;0.4579
Febres Altas;Sempre Bragança;0.4576
Hino Do Caloiro;Para Ti;0.4557
Febres Altas;Vamos Ao Festival;0.4544
Taberna Transmontana;Hino Do Caloiro;0.4524
Sempre Bragança;Noite Puxa Noite;0.4500
Sempre Bragança;Zé Fadista;0.4445
Hino Do Caloiro;Fim De Semana;0.4443
Embuste Das Cidras;A Tuna!;0.4424
Zé Fadista;Digressão;0.4423
Hino Do Caloiro;Hino Do Lagoa Azul;0.4410
Hino Do Caloiro;Lado a Lado;0.4337
Hino Do Caloiro;Zé Fadista;0.4336
Sempre Bragança;Vamos Ao Festival;0.4296
A Tuna!;Fim De Semana;0.4291
Sempre Bragança;Fim De Semana;0.4226
Fim De Semana;Zé Fadista;0.4105
Zé Fadista;Vamos Ao Festival;0.4054
Embuste Das Cidras;Sempre Bragança;0.4001
Embuste Das Cidras;Hino Do Caloiro;0.3950
Sapo Estudante;Rauss&Tuna'S;0.1646
Zé Fadista;Rauss&Tuna'S;0.1478
Lua Feiticeira;Rauss&Tuna'S;0.1475
Rauss&Tuna'S;Vamos Ao Festival;0.1359
Taberna Transmontana;Rauss&Tuna'S;0.1338
A Tuna!;Rauss&Tuna'S;0.1238
O Meu Curso;Rauss&Tuna'S;0.1140
Febres Altas;Rauss&Tuna'S;0.1081
Sempre Bragança;Rauss&Tuna'S;0.1033
Carta Sem Endereço;Rauss&Tuna'S;0.0984
Secreto Desejo;Rauss&Tuna'S;0.0922
Rauss&Tuna'S;Azevinho;0.0877
Rauss&Tuna'S;Serenata Menina;0.0868
Rauss&Tuna'S;Para Ti;0.0823
Tempo;Rauss&Tuna'S;0.0743
Rauss&Tuna'S;Digressão;0.0735
A Aventura Começou;Rauss&Tuna'S;0.0646
Lágrima;Rauss&Tuna'S;0.0630
Rauss&Tuna'S;Coração de Estudante;0.0558
Embuste Das Cidras;Rauss&Tuna'S;0.0435
Rauss&Tuna'S;Fraldiqueiros de Mindelo;0.0430
Rauss&Tuna'S;Rauss, Quero Voltar;0.0427
Rauss&Tuna'S;Lado a Lado;0.0356
Hino Do Caloiro;Rauss&Tuna'S;0.0319
Rauss&Tuna'S;Hino Do Lagoa Azul;0.0274
Fim De Semana;Rauss&Tuna'S;0.0175
Rauss&Tuna'S;Promessa de Estudante;0.0106
Noite Puxa Noite;Rauss&Tuna'S;0.0093
Carpe Diem;Rauss&Tuna'S;0.0049
Rauss&Tuna'S;Hino da RaussTuna;0.0024
Vida De Caloiro;Rauss&Tuna'S;-0.0077
