song1; song2; similarity
Tempo; Hino Do Lagoa Azul; 0.8177
Tempo; Noite Puxa Noite; 0.8172
Tempo; Hino da RaussTuna; 0.8160
Rauss, Quero Voltar; Promessa de Estudante; 0.8155
Taberna Transmontana; Secreto Desejo; 0.8134
Tempo; Rauss, Quero Voltar; 0.8131
Embuste Das Cidras; Taberna Transmontana; 0.8131
Lua Feiticeira; Serenata Menina; 0.8121
Carpe Diem; Tempo; 0.8114
Hino Do Caloiro; A Aventura Começou; 0.8110
Sapo Estudante; Rauss, Quero Voltar; 0.8092
O Meu Curso; Serenata Menina; 0.8083
A Tuna!; Lágrima; 0.8080
Hino da RaussTuna; Digressão; 0.8071
Rauss, Quero Voltar; Lado a Lado; 0.8064
A Tuna!; Tempo; 0.8061
Secreto Desejo; Sapo Estudante; 0.8048
Fim De Semana; Hino Do Lagoa Azul; 0.8047
Febres Altas; Serenata Menina; 0.8020
Carpe Diem; Hino Do Lagoa Azul; 0.8015
Secreto Desejo; Fraldiqueiros de Mindelo; 0.8011
Digressão; Lado a Lado; 0.8008
Lua Feiticeira; Hino da RaussTuna; 0.8004
Coração de Estudante; Hino da RaussTuna; 0.7998
Rauss, Quero Voltar; Serenata Menina; 0.7996
Vida De Caloiro; Serenata Menina; 0.7983
Febres Altas; Tempo; 0.7983
Tempo; Coração de Estudante; 0.7976
Carta Sem Endereço; O Meu Curso; 0.7970
A Tuna!; O Meu Curso; 0.7966
Lágrima; Sapo Estudante; 0.7965
A Tuna!; Lado a Lado; 0.7959
Carpe Diem; Secreto Desejo; 0.7954
Febres Altas; Zé Fadista; 0.7954
A Aventura Começou; Promessa de Estudante; 0.7952
Secreto Desejo; O Meu Curso; 0.7945
Carpe Diem; Coração de Estudante; 0.7935
Carta Sem Endereço; Rauss, Quero Voltar; 0.7933
Sapo Estudante; Lado a Lado; 0.7930
A Tuna!; Carpe Diem; 0.7927
Hino Do Lagoa Azul; Hino da RaussTuna; 0.7926
Coração de Estudante; Lado a Lado; 0.7920
Noite Puxa Noite; Lado a Lado; 0.7907
Sapo Estudante; Coração de Estudante; 0.7906
Vida De Caloiro; Hino da RaussTuna; 0.7896
Lua Feiticeira; Zé Fadista; 0.7891
Zé Fadista; Azevinho; 0.7875
Para Ti; Serenata Menina; 0.7870
Serenata Menina; Digressão; 0.7868
Carpe Diem; Serenata Menina; 0.7867
Fim De Semana; Tempo; 0.7863
Carta Sem Endereço; A Aventura Começou; 0.7860
Noite Puxa Noite; Hino Do Lagoa Azul; 0.7858
Fim De Semana; Digressão; 0.7857
Promessa de Estudante; Lado a Lado; 0.7837
Sapo Estudante; Digressão; 0.7831
Taberna Transmontana; Zé Fadista; 0.7828
Embuste Das Cidras; Sapo Estudante; 0.7821
Hino Do Lagoa Azul; Serenata Menina; 0.7816
Carpe Diem; Fim De Semana; 0.7808
Febres Altas; Noite Puxa Noite; 0.7806
Zé Fadista; Serenata Menina; 0.7806
Noite Puxa Noite; Azevinho; 0.7802
A Tuna!; Hino da RaussTuna; 0.7799
Lágrima; O Meu Curso; 0.7771
Fim De Semana; Carta Sem Endereço; 0.7765
Rauss, Quero Voltar; Hino da RaussTuna; 0.7761
Taberna Transmontana; Fim De Semana; 0.7753
Carpe Diem; Carta Sem Endereço; 0.7746
Fim De Semana; Noite Puxa Noite; 0.7732
A Tuna!; Zé Fadista; 0.7725
Carpe Diem; Lua Feiticeira; 0.7724
A Tuna!; Sapo Estudante; 0.7724
Vida De Caloiro; Sapo Estudante; 0.7714
A Tuna!; Febres Altas; 0.7712
Febres Altas; Sapo Estudante; 0.7707
Tempo; Lua Feiticeira; 0.7707
Lágrima; Noite Puxa Noite; 0.7705
Febres Altas; Lado a Lado; 0.7703
Taberna Transmontana; Rauss, Quero Voltar; 0.7700
Zé Fadista; Coração de Estudante; 0.7675
Tempo; Digressão; 0.7673
Noite Puxa Noite; Secreto Desejo; 0.7670
Carta Sem Endereço; Noite Puxa Noite; 0.7661
Tempo; Para Ti; 0.7657
Vida De Caloiro; A Aventura Começou; 0.7638
A Aventura Começou; Vamos Ao Festival; 0.7626
Taberna Transmontana; Lua Feiticeira; 0.7623
Carpe Diem; Azevinho; 0.7619
Taberna Transmontana; Para Ti; 0.7611
Rauss, Quero Voltar; Vamos Ao Festival; 0.7597
Tempo; A Aventura Começou; 0.7596
Para Ti; Lado a Lado; 0.7594
Fraldiqueiros de Mindelo; Lado a Lado; 0.7588
A Aventura Começou; Digressão; 0.7587
O Meu Curso; Promessa de Estudante; 0.7577
Lágrima; Lado a Lado; 0.7573
A Aventura Começou; Serenata Menina; 0.7570
Fraldiqueiros de Mindelo; Coração de Estudante; 0.7552
Carta Sem Endereço; Lado a Lado; 0.7547
Vida De Caloiro; Digressão; 0.7543
Fim De Semana; Lado a Lado; 0.7542
Vida De Caloiro; Tempo; 0.7537
Carpe Diem; Digressão; 0.7525
Noite Puxa Noite; Fraldiqueiros de Mindelo; 0.7515
Sempre Bragança; Azevinho; 0.7503
Taberna Transmontana; Digressão; 0.7500
Lua Feiticeira; Para Ti; 0.7498
Vida De Caloiro; Rauss, Quero Voltar; 0.7495
Lágrima; Lua Feiticeira; 0.7484
A Tuna!; Hino Do Lagoa Azul; 0.7478
Vida De Caloiro; O Meu Curso; 0.7475
Taberna Transmontana; A Tuna!; 0.7466
Hino Do Lagoa Azul; Para Ti; 0.7456
Hino Do Lagoa Azul; Digressão; 0.7456
Vida De Caloiro; Coração de Estudante; 0.7426
Lua Feiticeira; Sapo Estudante; 0.7423
Fraldiqueiros de Mindelo; Promessa de Estudante; 0.7420
Azevinho; Coração de Estudante; 0.7410
Febres Altas; Coração de Estudante; 0.7404
Secreto Desejo; Rauss, Quero Voltar; 0.7395
O Meu Curso; Rauss, Quero Voltar; 0.7391
A Aventura Começou; O Meu Curso; 0.7390
O Meu Curso; Coração de Estudante; 0.7387
Lágrima; Hino Do Lagoa Azul; 0.7386
Carpe Diem; Promessa de Estudante; 0.7384
Sapo Estudante; O Meu Curso; 0.7378
Azevinho; Serenata Menina; 0.7370
Azevinho; Hino da RaussTuna; 0.7348
Fraldiqueiros de Mindelo; Serenata Menina; 0.7342
Vida De Caloiro; Promessa de Estudante; 0.7340
Secreto Desejo; Para Ti; 0.7332
Febres Altas; Para Ti; 0.7329
Lágrima; Carpe Diem; 0.7328
Tempo; O Meu Curso; 0.7326
Promessa de Estudante; Digressão; 0.7322
Noite Puxa Noite; Coração de Estudante; 0.7319
Carpe Diem; O Meu Curso; 0.7315
Secreto Desejo; Zé Fadista; 0.7315
Lágrima; Febres Altas; 0.7312
O Meu Curso; Para Ti; 0.7306
Lua Feiticeira; Fraldiqueiros de Mindelo; 0.7305
Promessa de Estudante; Coração de Estudante; 0.7305
Hino Do Lagoa Azul; Promessa de Estudante; 0.7300
Embuste Das Cidras; Noite Puxa Noite; 0.7291
Zé Fadista; Hino Do Lagoa Azul; 0.7290
Sapo Estudante; Para Ti; 0.7287
Sapo Estudante; Hino da RaussTuna; 0.7284
Vida De Caloiro; Carpe Diem; 0.7284
Secreto Desejo; Azevinho; 0.7273
Tempo; Azevinho; 0.7270
Taberna Transmontana; A Aventura Começou; 0.7266
Carta Sem Endereço; Coração de Estudante; 0.7263
Carta Sem Endereço; Hino Do Lagoa Azul; 0.7259
A Tuna!; Fraldiqueiros de Mindelo; 0.7259
Embuste Das Cidras; Febres Altas; 0.7255
Fim De Semana; Serenata Menina; 0.7246
A Tuna!; Promessa de Estudante; 0.7230
Carpe Diem; A Aventura Começou; 0.7223
Tempo; Zé Fadista; 0.7222
Noite Puxa Noite; Zé Fadista; 0.7217
Fim De Semana; Hino da RaussTuna; 0.7216
Embuste Das Cidras; Tempo; 0.7216
Taberna Transmontana; Carpe Diem; 0.7207
Taberna Transmontana; Coração de Estudante; 0.7197
Sapo Estudante; Zé Fadista; 0.7194
Zé Fadista; Lado a Lado; 0.7189
Embuste Das Cidras; Carta Sem Endereço; 0.7188
Vida De Caloiro; Sempre Bragança; 0.7178
Promessa de Estudante; Para Ti; 0.7171
A Aventura Começou; Hino da RaussTuna; 0.7167
Sapo Estudante; Fraldiqueiros de Mindelo; 0.7156
Azevinho; Promessa de Estudante; 0.7136
Fim De Semana; Azevinho; 0.7136
Febres Altas; Promessa de Estudante; 0.7132
Rauss, Quero Voltar; Hino Do Lagoa Azul; 0.7128
O Meu Curso; Zé Fadista; 0.7108
Secreto Desejo; Hino da RaussTuna; 0.7100
Secreto Desejo; Hino Do Lagoa Azul; 0.7097
Zé Fadista; Promessa de Estudante; 0.7094
Taberna Transmontana; Hino da RaussTuna; 0.7093
Sapo Estudante; Vamos Ao Festival; 0.7082
Febres Altas; Secreto Desejo; 0.7076
Vamos Ao Festival; Digressão; 0.7070
Rauss, Quero Voltar; Coração de Estudante; 0.7064
Vida De Caloiro; Fim De Semana; 0.7055
A Tuna!; Azevinho; 0.7054
Febres Altas; Hino da RaussTuna; 0.7030
Embuste Das Cidras; Fim De Semana; 0.7011
Fim De Semana; Vamos Ao Festival; 0.7003
Noite Puxa Noite; Digressão; 0.7003
Carpe Diem; Noite Puxa Noite; 0.7003
Taberna Transmontana; O Meu Curso; 0.6997
Sempre Bragança; Lua Feiticeira; 0.6990
Embuste Das Cidras; Hino Do Lagoa Azul; 0.6987
Hino Do Lagoa Azul; Coração de Estudante; 0.6981
A Aventura Começou; Noite Puxa Noite; 0.6974
Embuste Das Cidras; Azevinho; 0.6967
Noite Puxa Noite; Rauss, Quero Voltar; 0.6961
Embuste Das Cidras; Lado a Lado; 0.6933
Sempre Bragança; Secreto Desejo; 0.6922
Febres Altas; Fraldiqueiros de Mindelo; 0.6921
Carpe Diem; Fraldiqueiros de Mindelo; 0.6921
Lágrima; Coração de Estudante; 0.6915
Carpe Diem; Para Ti; 0.6903
Carta Sem Endereço; Lua Feiticeira; 0.6902
A Tuna!; Noite Puxa Noite; 0.6897
Sempre Bragança; Hino da RaussTuna; 0.6894
Lágrima; Fraldiqueiros de Mindelo; 0.6888
Sempre Bragança; Zé Fadista; 0.6880
Lágrima; Rauss, Quero Voltar; 0.6862
A Tuna!; Rauss, Quero Voltar; 0.6857
Zé Fadista; Fraldiqueiros de Mindelo; 0.6850
Lágrima; Hino da RaussTuna; 0.6830
Lua Feiticeira; Noite Puxa Noite; 0.6827
A Aventura Começou; Secreto Desejo; 0.6820
Taberna Transmontana; Vida De Caloiro; 0.6816
Zé Fadista; Para Ti; 0.6813
Sempre Bragança; O Meu Curso; 0.6809
Carpe Diem; Vamos Ao Festival; 0.6807
Embuste Das Cidras; Lágrima; 0.6805
Zé Fadista; Hino da RaussTuna; 0.6798
Embuste Das Cidras; Secreto Desejo; 0.6798
Hino da RaussTuna; Para Ti; 0.6780
O Meu Curso; Lado a Lado; 0.6780
Embuste Das Cidras; Serenata Menina; 0.6770
Febres Altas; Carpe Diem; 0.6766
Carta Sem Endereço; Zé Fadista; 0.6750
A Aventura Começou; Fraldiqueiros de Mindelo; 0.6749
Azevinho; Digressão; 0.6737
Lágrima; Zé Fadista; 0.6725
Sempre Bragança; Hino Do Lagoa Azul; 0.6724
Hino Do Caloiro; Vida De Caloiro; 0.6715
O Meu Curso; Fraldiqueiros de Mindelo; 0.6711
Embuste Das Cidras; Rauss, Quero Voltar; 0.6708
Carta Sem Endereço; Digressão; 0.6699
Tempo; Fraldiqueiros de Mindelo; 0.6693
Febres Altas; Carta Sem Endereço; 0.6685
Carta Sem Endereço; Fraldiqueiros de Mindelo; 0.6678
Coração de Estudante; Para Ti; 0.6669
Carta Sem Endereço; Hino da RaussTuna; 0.6669
Sempre Bragança; Coração de Estudante; 0.6664
A Aventura Começou; Hino Do Lagoa Azul; 0.6644
Embuste Das Cidras; Para Ti; 0.6643
Promessa de Estudante; Hino da RaussTuna; 0.6642
A Tuna!; A Aventura Começou; 0.6639
A Aventura Começou; Coração de Estudante; 0.6638
O Meu Curso; Hino da RaussTuna; 0.6625
Para Ti; Digressão; 0.6619
Sempre Bragança; Carpe Diem; 0.6617
Embuste Das Cidras; Digressão; 0.6614
Coração de Estudante; Digressão; 0.6605
Promessa de Estudante; Vamos Ao Festival; 0.6579
Vida De Caloiro; Carta Sem Endereço; 0.6553
Carta Sem Endereço; Azevinho; 0.6547
A Aventura Começou; Zé Fadista; 0.6544
Lua Feiticeira; Digressão; 0.6537
Vida De Caloiro; Lado a Lado; 0.6533
Vida De Caloiro; Azevinho; 0.6531
Noite Puxa Noite; Para Ti; 0.6521
Sempre Bragança; Tempo; 0.6518
Taberna Transmontana; Fraldiqueiros de Mindelo; 0.6515
Fraldiqueiros de Mindelo; Hino da RaussTuna; 0.6514
Rauss, Quero Voltar; Azevinho; 0.6507
A Tuna!; Vida De Caloiro; 0.6483
Lua Feiticeira; O Meu Curso; 0.6482
A Aventura Começou; Lado a Lado; 0.6477
Vida De Caloiro; Secreto Desejo; 0.6472
Lágrima; Fim De Semana; 0.6470
Embuste Das Cidras; Fraldiqueiros de Mindelo; 0.6462
Noite Puxa Noite; O Meu Curso; 0.6450
Sempre Bragança; Lado a Lado; 0.6448
Lágrima; Digressão; 0.6445
Lágrima; A Aventura Começou; 0.6440
Embuste Das Cidras; Carpe Diem; 0.6425
Fraldiqueiros de Mindelo; Para Ti; 0.6418
Fraldiqueiros de Mindelo; Digressão; 0.6414
A Tuna!; Digressão; 0.6411
A Tuna!; Sempre Bragança; 0.6402
Sempre Bragança; Carta Sem Endereço; 0.6398
Lágrima; Vida De Caloiro; 0.6393
Secreto Desejo; Digressão; 0.6388
Sempre Bragança; Sapo Estudante; 0.6383
Fraldiqueiros de Mindelo; Vamos Ao Festival; 0.6378
Sempre Bragança; Serenata Menina; 0.6377
Fraldiqueiros de Mindelo; Azevinho; 0.6372
Febres Altas; Vida De Caloiro; 0.6363
Hino Do Caloiro; Vamos Ao Festival; 0.6363
Vida De Caloiro; Hino Do Lagoa Azul; 0.6341
Lágrima; Azevinho; 0.6339
Noite Puxa Noite; Hino da RaussTuna; 0.6320
Rauss, Quero Voltar; Para Ti; 0.6305
Lua Feiticeira; Rauss, Quero Voltar; 0.6296
Fraldiqueiros de Mindelo; Hino Do Lagoa Azul; 0.6294
Febres Altas; Sempre Bragança; 0.6280
Vida De Caloiro; Noite Puxa Noite; 0.6275
Embuste Das Cidras; Vamos Ao Festival; 0.6273
Lua Feiticeira; Promessa de Estudante; 0.6268
Rauss, Quero Voltar; Fraldiqueiros de Mindelo; 0.6267
Vamos Ao Festival; Hino da RaussTuna; 0.6264
Vamos Ao Festival; Lado a Lado; 0.6257
Febres Altas; O Meu Curso; 0.6250
A Aventura Começou; Azevinho; 0.6246
Embuste Das Cidras; A Tuna!; 0.6244
Sempre Bragança; A Aventura Começou; 0.6229
Azevinho; Para Ti; 0.6207
Taberna Transmontana; Sempre Bragança; 0.6201
Fim De Semana; Secreto Desejo; 0.6197
Vida De Caloiro; Zé Fadista; 0.6186
Vida De Caloiro; Vamos Ao Festival; 0.6181
Rauss&Tuna'S; Vamos Ao Festival; 0.6147
O Meu Curso; Vamos Ao Festival; 0.6132
Carta Sem Endereço; Vamos Ao Festival; 0.6129
Zé Fadista; Rauss, Quero Voltar; 0.6127
Sempre Bragança; Rauss, Quero Voltar; 0.6124
Vida De Caloiro; Fraldiqueiros de Mindelo; 0.6113
Sempre Bragança; Fim De Semana; 0.6110
Embuste Das Cidras; A Aventura Começou; 0.6096
Hino Do Caloiro; Rauss, Quero Voltar; 0.6095
Vida De Caloiro; Lua Feiticeira; 0.6085
Hino Do Caloiro; Hino da RaussTuna; 0.6056
Febres Altas; Digressão; 0.6055
Embuste Das Cidras; Lua Feiticeira; 0.6050
Fim De Semana; O Meu Curso; 0.6049
Febres Altas; Fim De Semana; 0.6049
Hino Do Lagoa Azul; Vamos Ao Festival; 0.6045
O Meu Curso; Azevinho; 0.6028
Hino Do Caloiro; Sempre Bragança; 0.6027
Embuste Das Cidras; Zé Fadista; 0.5994
Hino Do Caloiro; Sapo Estudante; 0.5993
O Meu Curso; Digressão; 0.5981
Fim De Semana; Para Ti; 0.5969
Zé Fadista; Digressão; 0.5890
Vamos Ao Festival; Serenata Menina; 0.5888
Carpe Diem; Zé Fadista; 0.5887
Embuste Das Cidras; Hino da RaussTuna; 0.5884
Hino Do Caloiro; Fraldiqueiros de Mindelo; 0.5874
A Tuna!; Fim De Semana; 0.5869
A Aventura Começou; Para Ti; 0.5859
Fim De Semana; Coração de Estudante; 0.5858
A Tuna!; Vamos Ao Festival; 0.5855
Noite Puxa Noite; Vamos Ao Festival; 0.5847
Embuste Das Cidras; Coração de Estudante; 0.5834
Vida De Caloiro; Para Ti; 0.5833
O Meu Curso; Hino Do Lagoa Azul; 0.5832
Hino Do Caloiro; O Meu Curso; 0.5828
Hino Do Caloiro; Carpe Diem; 0.5803
Lágrima; Sempre Bragança; 0.5788
Hino Do Caloiro; Coração de Estudante; 0.5771
Embuste Das Cidras; Vida De Caloiro; 0.5740
Embuste Das Cidras; O Meu Curso; 0.5730
Sempre Bragança; Promessa de Estudante; 0.5729
Fim De Semana; Zé Fadista; 0.5719
Febres Altas; A Aventura Começou; 0.5711
A Aventura Começou; Lua Feiticeira; 0.5695
Taberna Transmontana; Vamos Ao Festival; 0.5687
Vida De Caloiro; Rauss&Tuna'S; 0.5662
Fim De Semana; Fraldiqueiros de Mindelo; 0.5633
Vamos Ao Festival; Coração de Estudante; 0.5623
Fim De Semana; Lua Feiticeira; 0.5572
Rauss&Tuna'S; Hino da RaussTuna; 0.5567
Febres Altas; Rauss, Quero Voltar; 0.5563
Hino Do Caloiro; Zé Fadista; 0.5558
Sempre Bragança; Para Ti; 0.5556
Carpe Diem; Rauss&Tuna'S; 0.5552
Rauss&Tuna'S; Rauss, Quero Voltar; 0.5551
Secreto Desejo; Vamos Ao Festival; 0.5540
Sempre Bragança; Fraldiqueiros de Mindelo; 0.5539
Sapo Estudante; Rauss&Tuna'S; 0.5533
Rauss&Tuna'S; Lado a Lado; 0.5532
Sempre Bragança; Digressão; 0.5529
Fim De Semana; Rauss&Tuna'S; 0.5527
Sempre Bragança; Noite Puxa Noite; 0.5507
Hino Do Caloiro; Azevinho; 0.5499
Hino Do Caloiro; Fim De Semana; 0.5485
Azevinho; Vamos Ao Festival; 0.5469
Rauss&Tuna'S; Hino Do Lagoa Azul; 0.5454
Tempo; Vamos Ao Festival; 0.5428
A Tuna!; Hino Do Caloiro; 0.5397
Hino Do Caloiro; Hino Do Lagoa Azul; 0.5363
Rauss&Tuna'S; Digressão; 0.5330
Hino Do Caloiro; Digressão; 0.5327
Hino Do Caloiro; Secreto Desejo; 0.5280
Vamos Ao Festival; Para Ti; 0.5275
Rauss&Tuna'S; Azevinho; 0.5273
Zé Fadista; Vamos Ao Festival; 0.5260
Lua Feiticeira; Vamos Ao Festival; 0.5233
Hino Do Caloiro; Serenata Menina; 0.5225
Rauss&Tuna'S; Coração de Estudante; 0.5214
Hino Do Caloiro; Carta Sem Endereço; 0.5172
Embuste Das Cidras; Sempre Bragança; 0.5171
Lágrima; Vamos Ao Festival; 0.5158
Hino Do Caloiro; Lua Feiticeira; 0.5154
A Aventura Começou; Rauss&Tuna'S; 0.5147
Lua Feiticeira; Rauss&Tuna'S; 0.5138
Hino Do Caloiro; Promessa de Estudante; 0.5105
Sempre Bragança; Rauss&Tuna'S; 0.5094
A Tuna!; Rauss&Tuna'S; 0.5090
Hino Do Caloiro; Tempo; 0.5048
Sempre Bragança; Vamos Ao Festival; 0.5016
Taberna Transmontana; Hino Do Caloiro; 0.4912
Hino Do Caloiro; Lado a Lado; 0.4890
Rauss&Tuna'S; Serenata Menina; 0.4878
O Meu Curso; Rauss&Tuna'S; 0.4876
Hino Do Caloiro; Rauss&Tuna'S; 0.4779
Tempo; Rauss&Tuna'S; 0.4635
Febres Altas; Vamos Ao Festival; 0.4608
Carta Sem Endereço; Rauss&Tuna'S; 0.4555
Febres Altas; Rauss&Tuna'S; 0.4499
Rauss&Tuna'S; Promessa de Estudante; 0.4479
Taberna Transmontana; Rauss&Tuna'S; 0.4446
Rauss&Tuna'S; Fraldiqueiros de Mindelo; 0.4443
Lágrima; Hino Do Caloiro; 0.4385
Secreto Desejo; Rauss&Tuna'S; 0.4318
Noite Puxa Noite; Rauss&Tuna'S; 0.4293
Zé Fadista; Rauss&Tuna'S; 0.4248
Hino Do Caloiro; Febres Altas; 0.4201
Hino Do Caloiro; Noite Puxa Noite; 0.4069
Hino Do Caloiro; Para Ti; 0.4056
Rauss&Tuna'S; Para Ti; 0.3902
Embuste Das Cidras; Rauss&Tuna'S; 0.3810
Embuste Das Cidras; Hino Do Caloiro; 0.3781
Lágrima; Rauss&Tuna'S; 0.3379
