song1;song2;similarity
A Aventura Começou;Noite Puxa Noite;0.8623
Hino Da RaussTuna;Lado A Lado;0.8623
Noite Puxa Noite;Serenata Menina;0.8616
O Meu Curso;Coração De Estudante;0.8594
Carpe Diem;Sapo Estudante;0.8589
Sapo Estudante;Serenata Menina;0.8588
A Tuna;O Meu Curso;0.8587
Sapo Estudante;O Meu Curso;0.8581
Carpe Diem;Fim De Semana;0.8569
Coração De Estudante;Lado A Lado;0.8561
Lágrima;Rauss, Quero Voltar;0.8559
Fim De Semana;A Aventura Começou;0.8556
Vida De Caloiro;Serenata Menina;0.8538
Fim De Semana;Noite Puxa Noite;0.8537
Vida De Caloiro;Promessa De Estudante;0.8533
A Tuna;Carpe Diem;0.8530
Carta Sem Endereço;Tempo;0.8515
A Tuna;Tempo;0.8514
Carta Sem Endereço;Hino Da RaussTuna;0.8512
Vida De Caloiro;A Aventura Começou;0.8509
Carta Sem Endereço;A Aventura Começou;0.8503
Fim De Semana;Hino Da RaussTuna;0.8502
Rauss, Quero Voltar;Lado A Lado;0.8502
Febres Altas;Serenata Menina;0.8500
A Aventura Começou;Hino Da RaussTuna;0.8498
Secreto Desejo;Coração De Estudante;0.8490
Febres Altas;Promessa De Estudante;0.8480
Carta Sem Endereço;Lado A Lado;0.8470
Rauss, Quero Voltar;Digressão;0.8466
Vida De Caloiro;Coração De Estudante;0.8465
Vida De Caloiro;Carpe Diem;0.8462
Rauss, Quero Voltar;Coração De Estudante;0.8462
Fim De Semana;Serenata Menina;0.8462
Noite Puxa Noite;O Meu Curso;0.8451
Lágrima;Noite Puxa Noite;0.8449
Taberna Transmontana;Sapo Estudante;0.8441
Lágrima;Tempo;0.8433
Carpe Diem;Secreto Desejo;0.8409
Tempo;Rauss, Quero Voltar;0.8409
Carta Sem Endereço;Para Ti;0.8404
A Aventura Começou;Sapo Estudante;0.8402
Secreto Desejo;O Meu Curso;0.8396
Lágrima;Coração De Estudante;0.8394
Taberna Transmontana;Serenata Menina;0.8388
Lágrima;Sapo Estudante;0.8383
Lágrima;Fim De Semana;0.8370
A Tuna;Lua Feiticeira;0.8363
Lágrima;Hino Da RaussTuna;0.8356
Lua Feiticeira;Lado A Lado;0.8354
Sapo Estudante;Hino Da RaussTuna;0.8350
Secreto Desejo;Lado A Lado;0.8350
Taberna Transmontana;Lágrima;0.8347
Sapo Estudante;Hino Do Lagoa Azul;0.8344
Lágrima;Vida De Caloiro;0.8343
Vida De Caloiro;Sapo Estudante;0.8337
Lágrima;Lado A Lado;0.8335
Vida De Caloiro;Sempre Bragança;0.8325
Lua Feiticeira;Secreto Desejo;0.8323
Carpe Diem;Promessa De Estudante;0.8308
Tempo;Hino Da RaussTuna;0.8305
Noite Puxa Noite;Rauss, Quero Voltar;0.8301
Taberna Transmontana;Fim De Semana;0.8293
Carpe Diem;Tempo;0.8285
Lua Feiticeira;Coração De Estudante;0.8285
Taberna Transmontana;Carta Sem Endereço;0.8282
Embuste Das Cidras;Promessa De Estudante;0.8281
A Tuna;Rauss, Quero Voltar;0.8266
Promessa De Estudante;Coração De Estudante;0.8263
O Meu Curso;Lado A Lado;0.8256
Tempo;Coração De Estudante;0.8251
Fim De Semana;Hino Do Lagoa Azul;0.8240
Lágrima;Febres Altas;0.8239
Tempo;Secreto Desejo;0.8234
Rauss, Quero Voltar;Vamos Ao Festival;0.8230
A Aventura Começou;Serenata Menina;0.8225
Hino Da RaussTuna;Digressão;0.8214
Noite Puxa Noite;Hino Do Lagoa Azul;0.8211
Promessa De Estudante;Hino Da RaussTuna;0.8176
Para Ti;Serenata Menina;0.8174
Sapo Estudante;Coração De Estudante;0.8165
Serenata Menina;Digressão;0.8161
Fim De Semana;Lado A Lado;0.8157
Taberna Transmontana;Azevinho;0.8142
Secreto Desejo;Rauss, Quero Voltar;0.8137
Sempre Bragança;Hino Da RaussTuna;0.8137
Noite Puxa Noite;Coração De Estudante;0.8134
O Meu Curso;Fraldiqueiros De Mindelo;0.8133
A Tuna;Vida De Caloiro;0.8132
A Tuna;Promessa De Estudante;0.8128
Fim De Semana;Azevinho;0.8116
Lua Feiticeira;Hino Da RaussTuna;0.8113
Taberna Transmontana;Hino Do Lagoa Azul;0.8109
Febres Altas;Sapo Estudante;0.8106
Febres Altas;Carta Sem Endereço;0.8103
Carta Sem Endereço;Fraldiqueiros De Mindelo;0.8096
Secreto Desejo;Hino Da RaussTuna;0.8094
Taberna Transmontana;Rauss, Quero Voltar;0.8076
Secreto Desejo;Promessa De Estudante;0.8076
Taberna Transmontana;Febres Altas;0.8074
Promessa De Estudante;Lado A Lado;0.8069
Azevinho;Hino Da RaussTuna;0.8068
Hino Do Lagoa Azul;Hino Da RaussTuna;0.8063
Tempo;Lado A Lado;0.8063
Carpe Diem;Lua Feiticeira;0.8063
A Aventura Começou;Digressão;0.8056
Fraldiqueiros De Mindelo;Promessa De Estudante;0.8049
Hino Do Lagoa Azul;Serenata Menina;0.8048
A Aventura Começou;Vamos Ao Festival;0.8048
Lágrima;A Aventura Começou;0.8047
Sempre Bragança;O Meu Curso;0.8037
Vida De Caloiro;Noite Puxa Noite;0.8030
Carpe Diem;A Aventura Começou;0.8028
Febres Altas;O Meu Curso;0.8026
Secreto Desejo;Para Ti;0.8012
Febres Altas;Coração De Estudante;0.8011
Fim De Semana;Vamos Ao Festival;0.8011
Carta Sem Endereço;Azevinho;0.8007
Lágrima;Lua Feiticeira;0.8005
Sapo Estudante;Digressão;0.8003
Taberna Transmontana;O Meu Curso;0.8001
Tempo;Promessa De Estudante;0.7990
Azevinho;Serenata Menina;0.7988
Azevinho;Promessa De Estudante;0.7985
Tempo;Sapo Estudante;0.7984
Digressão;Lado A Lado;0.7983
Febres Altas;Carpe Diem;0.7981
Vida De Caloiro;Tempo;0.7980
Febres Altas;Lado A Lado;0.7973
Fim De Semana;Tempo;0.7969
A Tuna;Febres Altas;0.7966
Vida De Caloiro;Digressão;0.7965
Noite Puxa Noite;Lado A Lado;0.7961
Fim De Semana;Coração De Estudante;0.7952
Carpe Diem;Digressão;0.7947
Vida De Caloiro;Azevinho;0.7938
Taberna Transmontana;A Aventura Começou;0.7936
Noite Puxa Noite;Azevinho;0.7936
Fim De Semana;Digressão;0.7935
Promessa De Estudante;Digressão;0.7934
Sempre Bragança;A Aventura Começou;0.7931
Taberna Transmontana;Tempo;0.7929
Noite Puxa Noite;Hino Da RaussTuna;0.7918
Rauss, Quero Voltar;Hino Do Lagoa Azul;0.7917
Carpe Diem;Noite Puxa Noite;0.7917
Sapo Estudante;Lado A Lado;0.7913
Febres Altas;Hino Do Lagoa Azul;0.7907
Febres Altas;Vida De Caloiro;0.7899
Noite Puxa Noite;Fraldiqueiros De Mindelo;0.7896
A Aventura Começou;Coração De Estudante;0.7888
A Tuna;Noite Puxa Noite;0.7885
Vamos Ao Festival;Hino Da RaussTuna;0.7883
Febres Altas;Hino Da RaussTuna;0.7883
Hino Do Lagoa Azul;Promessa De Estudante;0.7882
Lágrima;Fraldiqueiros De Mindelo;0.7879
Febres Altas;Fim De Semana;0.7876
Tempo;O Meu Curso;0.7874
Sempre Bragança;Carpe Diem;0.7872
A Tuna;Sapo Estudante;0.7869
O Meu Curso;Para Ti;0.7867
Rauss, Quero Voltar;Azevinho;0.7864
Para Ti;Lado A Lado;0.7860
Taberna Transmontana;Vida De Caloiro;0.7860
Febres Altas;Lua Feiticeira;0.7854
Coração De Estudante;Para Ti;0.7853
Sapo Estudante;Azevinho;0.7849
O Meu Curso;Vamos Ao Festival;0.7847
A Tuna;Fim De Semana;0.7844
A Tuna;A Aventura Começou;0.7841
Tempo;Para Ti;0.7821
Tempo;Lua Feiticeira;0.7821
Carta Sem Endereço;Hino Do Lagoa Azul;0.7820
Sempre Bragança;Carta Sem Endereço;0.7813
Azevinho;Lado A Lado;0.7809
Hino Do Caloiro;A Aventura Começou;0.7809
Vida De Caloiro;Secreto Desejo;0.7803
Embuste Das Cidras;Carta Sem Endereço;0.7793
Zé Fadista;Serenata Menina;0.7793
Promessa De Estudante;Vamos Ao Festival;0.7777
Coração De Estudante;Digressão;0.7775
Febres Altas;A Aventura Começou;0.7775
Azevinho;Coração De Estudante;0.7774
Febres Altas;Tempo;0.7772
Sempre Bragança;Secreto Desejo;0.7771
Vida De Caloiro;Lado A Lado;0.7766
Lágrima;Hino Do Lagoa Azul;0.7766
Taberna Transmontana;Hino Da RaussTuna;0.7763
Taberna Transmontana;Secreto Desejo;0.7761
Sapo Estudante;Vamos Ao Festival;0.7754
Taberna Transmontana;Lado A Lado;0.7754
Hino Do Lagoa Azul;Azevinho;0.7743
Vida De Caloiro;Fraldiqueiros De Mindelo;0.7740
Carpe Diem;Hino Do Lagoa Azul;0.7736
Carta Sem Endereço;Digressão;0.7734
Lágrima;Sempre Bragança;0.7734
Sempre Bragança;Rauss, Quero Voltar;0.7731
Taberna Transmontana;Zé Fadista;0.7731
A Tuna;Digressão;0.7725
Embuste Das Cidras;Sapo Estudante;0.7721
Febres Altas;Rauss, Quero Voltar;0.7719
Febres Altas;Zé Fadista;0.7715
Noite Puxa Noite;Secreto Desejo;0.7700
A Aventura Começou;Lado A Lado;0.7694
Taberna Transmontana;A Tuna;0.7691
O Meu Curso;Digressão;0.7689
O Meu Curso;Azevinho;0.7689
Tempo;Digressão;0.7680
O Meu Curso;Hino Do Lagoa Azul;0.7676
Carta Sem Endereço;Lua Feiticeira;0.7674
Sapo Estudante;Fraldiqueiros De Mindelo;0.7672
Fim De Semana;Secreto Desejo;0.7667
Secreto Desejo;Sapo Estudante;0.7664
Fraldiqueiros De Mindelo;Serenata Menina;0.7662
Fraldiqueiros De Mindelo;Coração De Estudante;0.7655
Sempre Bragança;Coração De Estudante;0.7654
Carpe Diem;Para Ti;0.7653
Carpe Diem;Azevinho;0.7647
Noite Puxa Noite;Zé Fadista;0.7647
Tempo;A Aventura Começou;0.7644
Embuste Das Cidras;Taberna Transmontana;0.7641
A Aventura Começou;Azevinho;0.7641
Vida De Caloiro;Hino Do Lagoa Azul;0.7639
Hino Do Lagoa Azul;Lado A Lado;0.7639
Embuste Das Cidras;Fim De Semana;0.7636
A Tuna;Azevinho;0.7634
Tempo;Noite Puxa Noite;0.7630
Sempre Bragança;Serenata Menina;0.7625
Carpe Diem;Fraldiqueiros De Mindelo;0.7609
Vida De Caloiro;Vamos Ao Festival;0.7606
Lua Feiticeira;Hino Do Lagoa Azul;0.7603
Febres Altas;Fraldiqueiros De Mindelo;0.7602
Embuste Das Cidras;Noite Puxa Noite;0.7599
Taberna Transmontana;Digressão;0.7599
A Aventura Começou;Fraldiqueiros De Mindelo;0.7591
Lua Feiticeira;Para Ti;0.7585
Rauss, Quero Voltar;Fraldiqueiros De Mindelo;0.7582
Carpe Diem;Vamos Ao Festival;0.7582
Embuste Das Cidras;O Meu Curso;0.7577
Carta Sem Endereço;Zé Fadista;0.7574
A Aventura Começou;Hino Do Lagoa Azul;0.7570
Sempre Bragança;Fim De Semana;0.7569
A Tuna;Sempre Bragança;0.7558
A Aventura Começou;Secreto Desejo;0.7549
Lágrima;Digressão;0.7547
Hino Do Lagoa Azul;Coração De Estudante;0.7538
Tempo;Hino Do Lagoa Azul;0.7527
Vamos Ao Festival;Digressão;0.7526
Zé Fadista;Promessa De Estudante;0.7525
Taberna Transmontana;Carpe Diem;0.7521
Vida De Caloiro;Para Ti;0.7518
Noite Puxa Noite;Digressão;0.7518
Febres Altas;Azevinho;0.7517
A Tuna;Zé Fadista;0.7516
Taberna Transmontana;Lua Feiticeira;0.7513
Hino Da RaussTuna;Para Ti;0.7508
Taberna Transmontana;Coração De Estudante;0.7498
Lágrima;Zé Fadista;0.7488
Sempre Bragança;Lado A Lado;0.7483
O Meu Curso;Zé Fadista;0.7474
Lágrima;Azevinho;0.7474
A Tuna;Hino Do Lagoa Azul;0.7473
Fraldiqueiros De Mindelo;Hino Da RaussTuna;0.7468
Embuste Das Cidras;Rauss, Quero Voltar;0.7465
Lua Feiticeira;Noite Puxa Noite;0.7461
Fim De Semana;Fraldiqueiros De Mindelo;0.7460
Noite Puxa Noite;Vamos Ao Festival;0.7448
Sapo Estudante;Zé Fadista;0.7440
Carta Sem Endereço;Vamos Ao Festival;0.7422
Lua Feiticeira;Sapo Estudante;0.7417
Promessa De Estudante;Para Ti;0.7414
Lua Feiticeira;Rauss, Quero Voltar;0.7411
Sempre Bragança;Azevinho;0.7407
Febres Altas;Secreto Desejo;0.7393
Zé Fadista;Coração De Estudante;0.7385
Embuste Das Cidras;A Aventura Começou;0.7376
Rauss, Quero Voltar;Para Ti;0.7372
Embuste Das Cidras;Fraldiqueiros De Mindelo;0.7371
Hino Do Caloiro;Vida De Caloiro;0.7368
Fraldiqueiros De Mindelo;Vamos Ao Festival;0.7353
A Tuna;Fraldiqueiros De Mindelo;0.7338
Vida De Caloiro;Lua Feiticeira;0.7326
Tempo;Azevinho;0.7323
Embuste Das Cidras;Febres Altas;0.7315
Azevinho;Digressão;0.7308
Tempo;Zé Fadista;0.7307
Embuste Das Cidras;Lágrima;0.7302
Zé Fadista;Lado A Lado;0.7288
Embuste Das Cidras;Vida De Caloiro;0.7279
Embuste Das Cidras;Carpe Diem;0.7271
Sempre Bragança;Lua Feiticeira;0.7267
Hino Do Lagoa Azul;Digressão;0.7267
Zé Fadista;Rauss, Quero Voltar;0.7267
Taberna Transmontana;Para Ti;0.7258
Embuste Das Cidras;Serenata Menina;0.7257
Febres Altas;Para Ti;0.7257
Lua Feiticeira;Azevinho;0.7257
Secreto Desejo;Hino Do Lagoa Azul;0.7252
Sempre Bragança;Sapo Estudante;0.7243
Secreto Desejo;Fraldiqueiros De Mindelo;0.7235
Noite Puxa Noite;Para Ti;0.7233
Vamos Ao Festival;Serenata Menina;0.7226
Zé Fadista;Para Ti;0.7225
Embuste Das Cidras;Hino Da RaussTuna;0.7218
Vamos Ao Festival;Lado A Lado;0.7212
Secreto Desejo;Azevinho;0.7210
Hino Do Lagoa Azul;Vamos Ao Festival;0.7197
Sempre Bragança;Promessa De Estudante;0.7193
Sapo Estudante;Para Ti;0.7179
Febres Altas;Digressão;0.7171
Lua Feiticeira;O Meu Curso;0.7168
A Tuna;Vamos Ao Festival;0.7167
Fraldiqueiros De Mindelo;Lado A Lado;0.7166
Sempre Bragança;Tempo;0.7148
Vida De Caloiro;Zé Fadista;0.7143
Lua Feiticeira;Zé Fadista;0.7133
Zé Fadista;Azevinho;0.7121
Secreto Desejo;Digressão;0.7120
Zé Fadista;Hino Da RaussTuna;0.7104
Fim De Semana;Zé Fadista;0.7101
Lua Feiticeira;Promessa De Estudante;0.7085
Sempre Bragança;Noite Puxa Noite;0.7083
Lua Feiticeira;Digressão;0.7073
Fim De Semana;Para Ti;0.7064
Febres Altas;Sempre Bragança;0.7060
Vamos Ao Festival;Coração De Estudante;0.7058
Zé Fadista;Hino Do Lagoa Azul;0.7048
Taberna Transmontana;Fraldiqueiros De Mindelo;0.7036
Embuste Das Cidras;Lado A Lado;0.7024
Embuste Das Cidras;Vamos Ao Festival;0.7021
Lágrima;Vamos Ao Festival;0.7020
A Aventura Começou;Zé Fadista;0.7012
Embuste Das Cidras;A Tuna;0.7001
Carpe Diem;Zé Fadista;0.6996
Embuste Das Cidras;Coração De Estudante;0.6984
Para Ti;Digressão;0.6963
Secreto Desejo;Zé Fadista;0.6955
Embuste Das Cidras;Azevinho;0.6944
O Meu Curso;RaussETunas;0.6939
Embuste Das Cidras;Hino Do Lagoa Azul;0.6927
Fraldiqueiros De Mindelo;Digressão;0.6901
Sempre Bragança;Hino Do Lagoa Azul;0.6900
Taberna Transmontana;Sempre Bragança;0.6885
RaussETunas;Hino Da RaussTuna;0.6884
Taberna Transmontana;Vamos Ao Festival;0.6872
A Aventura Começou;Para Ti;0.6872
Azevinho;Vamos Ao Festival;0.6871
Hino Do Caloiro;Sempre Bragança;0.6870
Fim De Semana;Lua Feiticeira;0.6854
Embuste Das Cidras;Digressão;0.6851
Sempre Bragança;Para Ti;0.6833
A Aventura Começou;Lua Feiticeira;0.6828
Sempre Bragança;Digressão;0.6810
Fraldiqueiros De Mindelo;Para Ti;0.6798
Fraldiqueiros De Mindelo;Azevinho;0.6781
Sempre Bragança;Zé Fadista;0.6778
Tempo;Fraldiqueiros De Mindelo;0.6777
Hino Do Lagoa Azul;Para Ti;0.6768
Zé Fadista;Fraldiqueiros De Mindelo;0.6765
Vida De Caloiro;RaussETunas;0.6737
Fraldiqueiros De Mindelo;Hino Do Lagoa Azul;0.6728
Sempre Bragança;Fraldiqueiros De Mindelo;0.6718
Hino Do Caloiro;O Meu Curso;0.6703
Fim De Semana;RaussETunas;0.6697
Embuste Das Cidras;Secreto Desejo;0.6696
Febres Altas;Vamos Ao Festival;0.6693
Zé Fadista;Digressão;0.6690
RaussETunas;Vamos Ao Festival;0.6686
Embuste Das Cidras;Tempo;0.6684
Hino Do Caloiro;Hino Da RaussTuna;0.6642
Carpe Diem;RaussETunas;0.6624
Lua Feiticeira;Fraldiqueiros De Mindelo;0.6607
Secreto Desejo;Vamos Ao Festival;0.6594
RaussETunas;Rauss, Quero Voltar;0.6570
Sempre Bragança;Vamos Ao Festival;0.6554
Azevinho;Para Ti;0.6547
Sapo Estudante;RaussETunas;0.6515
Embuste Das Cidras;Zé Fadista;0.6500
RaussETunas;Lado A Lado;0.6475
Tempo;Vamos Ao Festival;0.6460
Hino Do Caloiro;Rauss, Quero Voltar;0.6385
RaussETunas;Promessa De Estudante;0.6365
RaussETunas;Serenata Menina;0.6365
Embuste Das Cidras;Para Ti;0.6361
Carta Sem Endereço;RaussETunas;0.6333
Hino Do Caloiro;Promessa De Estudante;0.6312
A Tuna;RaussETunas;0.6307
Lágrima;RaussETunas;0.6282
Hino Do Caloiro;Fim De Semana;0.6271
A Aventura Começou;RaussETunas;0.6259
Hino Do Caloiro;Fraldiqueiros De Mindelo;0.6254
Hino Do Caloiro;Coração De Estudante;0.6231
Hino Do Caloiro;Vamos Ao Festival;0.6211
Hino Do Caloiro;Sapo Estudante;0.6156
RaussETunas;Digressão;0.6147
Embuste Das Cidras;Sempre Bragança;0.6146
Noite Puxa Noite;RaussETunas;0.6139
Vamos Ao Festival;Para Ti;0.6123
Hino Do Caloiro;Carta Sem Endereço;0.6099
RaussETunas;Hino Do Lagoa Azul;0.6073
Febres Altas;RaussETunas;0.6047
Embuste Das Cidras;Lua Feiticeira;0.6040
Hino Do Caloiro;Digressão;0.6035
Taberna Transmontana;RaussETunas;0.6029
RaussETunas;Fraldiqueiros De Mindelo;0.6028
RaussETunas;Coração De Estudante;0.6014
Sempre Bragança;RaussETunas;0.5966
Zé Fadista;Vamos Ao Festival;0.5952
Hino Do Caloiro;Carpe Diem;0.5945
Lua Feiticeira;Vamos Ao Festival;0.5943
RaussETunas;Azevinho;0.5887
Hino Do Caloiro;Noite Puxa Noite;0.5861
Secreto Desejo;RaussETunas;0.5836
RaussETunas;Para Ti;0.5793
A Tuna;Hino Do Caloiro;0.5779
Hino Do Caloiro;Serenata Menina;0.5763
Taberna Transmontana;Hino Do Caloiro;0.5693
Lágrima;Hino Do Caloiro;0.5681
Hino Do Caloiro;Azevinho;0.5662
Lua Feiticeira;RaussETunas;0.5606
Hino Do Caloiro;Febres Altas;0.5593
Tempo;RaussETunas;0.5463
Embuste Das Cidras;RaussETunas;0.5449
Hino Do Caloiro;Secreto Desejo;0.5426
Hino Do Caloiro;Hino Do Lagoa Azul;0.5339
Hino Do Caloiro;Tempo;0.5285
Hino Do Caloiro;Lado A Lado;0.5265
Zé Fadista;RaussETunas;0.5228
Embuste Das Cidras;Hino Do Caloiro;0.5172
Hino Do Caloiro;Lua Feiticeira;0.5147
Hino Do Caloiro;Zé Fadista;0.5050
Hino Do Caloiro;RaussETunas;0.4992
Hino Do Caloiro;Para Ti;0.4953
